Time (s), AI0 (V) 
0.000000E+0,4.182107E+0
1.000000E-2,4.179805E+0
2.000000E-2,4.181120E+0
3.000000E-2,4.182107E+0
4.000000E-2,4.180462E+0
5.000000E-2,4.181778E+0
6.000000E-2,4.182436E+0
7.000000E-2,4.181449E+0
8.000000E-2,4.182107E+0
9.000000E-2,4.182436E+0
1.000000E-1,4.180462E+0
1.100000E-1,4.183422E+0
1.200000E-1,4.181120E+0
1.300000E-1,4.180791E+0
1.400000E-1,4.183422E+0
1.500000E-1,4.181120E+0
1.600000E-1,4.181120E+0
1.700000E-1,4.182436E+0
1.800000E-1,4.181120E+0
1.900000E-1,4.180462E+0
2.000000E-1,4.183094E+0
2.100000E-1,4.177502E+0
2.200000E-1,4.182765E+0
2.300000E-1,4.184080E+0
2.400000E-1,4.179476E+0
2.500000E-1,4.182107E+0
2.600000E-1,4.181778E+0
2.700000E-1,4.180462E+0
2.800000E-1,4.182107E+0
2.900000E-1,4.181449E+0
3.000000E-1,4.180134E+0
3.100000E-1,4.183094E+0
3.200000E-1,4.180791E+0
3.300000E-1,4.181120E+0
3.400000E-1,4.182436E+0
3.500000E-1,4.180462E+0
3.600000E-1,4.182436E+0
3.700000E-1,4.182107E+0
3.800000E-1,4.180791E+0
3.900000E-1,4.181449E+0
4.000000E-1,4.181120E+0
4.100000E-1,4.180134E+0
4.200000E-1,4.182765E+0
4.300000E-1,4.182765E+0
4.400000E-1,4.180134E+0
4.500000E-1,4.184080E+0
4.600000E-1,4.181449E+0
4.700000E-1,4.181778E+0
4.800000E-1,4.183751E+0
4.900000E-1,4.181778E+0
5.000000E-1,4.176516E+0
5.100000E-1,4.101858E+0
5.200000E-1,4.091991E+0
5.300000E-1,3.998258E+0
5.400000E-1,3.992338E+0
5.500000E-1,3.987404E+0
5.600000E-1,3.959449E+0
5.700000E-1,3.959449E+0
5.800000E-1,3.925573E+0
5.900000E-1,3.850586E+0
6.000000E-1,3.816382E+0
6.100000E-1,3.738764E+0
6.200000E-1,3.686142E+0
6.300000E-1,3.679235E+0
6.400000E-1,3.661146E+0
6.500000E-1,3.658844E+0
6.600000E-1,3.632204E+0
6.700000E-1,3.579911E+0
6.800000E-1,3.568071E+0
6.900000E-1,3.540773E+0
7.000000E-1,3.476968E+0
7.100000E-1,3.477297E+0
7.200000E-1,3.461840E+0
7.300000E-1,3.463155E+0
7.400000E-1,3.462826E+0
7.500000E-1,3.460853E+0
7.600000E-1,3.432240E+0
7.700000E-1,3.330284E+0
7.800000E-1,3.327982E+0
7.900000E-1,3.312195E+0
8.000000E-1,3.270097E+0
8.100000E-1,3.199057E+0
8.200000E-1,3.201360E+0
8.300000E-1,3.177351E+0
8.400000E-1,3.179324E+0
8.500000E-1,3.133609E+0
8.600000E-1,3.068818E+0
8.700000E-1,3.036586E+0
8.800000E-1,3.021786E+0
8.900000E-1,2.953378E+0
9.000000E-1,2.904702E+0
9.100000E-1,2.905689E+0
9.200000E-1,2.902071E+0
9.300000E-1,2.905360E+0
9.400000E-1,2.904373E+0
9.500000E-1,2.902400E+0
9.600000E-1,2.906018E+0
9.700000E-1,2.903058E+0
9.800000E-1,2.902400E+0
9.900000E-1,2.905360E+0
1.000000E+0,2.901084E+0
1.010000E+0,2.904373E+0
1.020000E+0,2.905360E+0
1.030000E+0,2.901742E+0
1.040000E+0,2.905031E+0
1.050000E+0,2.904373E+0
1.060000E+0,2.902729E+0
1.070000E+0,2.906018E+0
1.080000E+0,2.905031E+0
1.090000E+0,2.901742E+0
1.100000E+0,2.906018E+0
1.110000E+0,2.902071E+0
1.120000E+0,2.904373E+0
1.130000E+0,2.905689E+0
1.140000E+0,2.902400E+0
1.150000E+0,2.905031E+0
1.160000E+0,2.905689E+0
1.170000E+0,2.902071E+0
1.180000E+0,2.904044E+0
1.190000E+0,2.905360E+0
1.200000E+0,2.903387E+0
1.210000E+0,2.905031E+0
1.220000E+0,2.903387E+0
1.230000E+0,2.901084E+0
1.240000E+0,2.905689E+0
1.250000E+0,2.903715E+0
1.260000E+0,2.902400E+0
1.270000E+0,2.905360E+0
1.280000E+0,2.904373E+0
1.290000E+0,2.902071E+0
1.300000E+0,2.905031E+0
1.310000E+0,2.902071E+0
1.320000E+0,2.906018E+0
1.330000E+0,2.906018E+0
1.340000E+0,2.901742E+0
1.350000E+0,2.905689E+0
1.360000E+0,2.904702E+0
1.370000E+0,2.901742E+0
1.380000E+0,2.904702E+0
1.390000E+0,2.905031E+0
1.400000E+0,2.902071E+0
1.410000E+0,2.905689E+0
1.420000E+0,2.904044E+0
1.430000E+0,2.903058E+0
1.440000E+0,2.906018E+0
1.450000E+0,2.903058E+0
1.460000E+0,2.905031E+0
1.470000E+0,2.905031E+0
1.480000E+0,2.902400E+0
1.490000E+0,2.904044E+0
1.500000E+0,2.905360E+0
1.510000E+0,2.903715E+0
1.520000E+0,2.905360E+0
1.530000E+0,2.905031E+0
1.540000E+0,2.902071E+0
1.550000E+0,2.906675E+0
1.560000E+0,2.903387E+0
1.570000E+0,2.902400E+0
1.580000E+0,2.905689E+0
1.590000E+0,2.903058E+0
1.600000E+0,2.904044E+0
1.610000E+0,2.905031E+0
1.620000E+0,2.903058E+0
1.630000E+0,2.903715E+0
1.640000E+0,2.905689E+0
1.650000E+0,2.902071E+0
1.660000E+0,2.904373E+0
1.670000E+0,2.903058E+0
1.680000E+0,2.902400E+0
1.690000E+0,2.906018E+0
1.700000E+0,2.904373E+0
1.710000E+0,2.903058E+0
1.720000E+0,2.906675E+0
1.730000E+0,2.905360E+0
1.740000E+0,2.902071E+0
1.750000E+0,2.907004E+0
1.760000E+0,2.902400E+0
1.770000E+0,2.903387E+0
1.780000E+0,2.906347E+0
1.790000E+0,2.902729E+0
1.800000E+0,2.905689E+0
1.810000E+0,2.905031E+0
1.820000E+0,2.902729E+0
1.830000E+0,2.905689E+0
1.840000E+0,2.904044E+0
1.850000E+0,2.902071E+0
1.860000E+0,2.905689E+0
1.870000E+0,2.903715E+0
1.880000E+0,2.902400E+0
1.890000E+0,2.905360E+0
1.900000E+0,2.902400E+0
1.910000E+0,2.903387E+0
1.920000E+0,2.906347E+0
1.930000E+0,2.903715E+0
1.940000E+0,2.903387E+0
1.950000E+0,2.906347E+0
1.960000E+0,2.901742E+0
1.970000E+0,2.905031E+0
1.980000E+0,2.905689E+0
1.990000E+0,2.901742E+0
2.000000E+0,NaN
2.010000E+0,NaN
2.020000E+0,NaN
2.030000E+0,NaN
2.040000E+0,NaN
2.050000E+0,NaN
2.060000E+0,NaN
2.070000E+0,NaN
2.080000E+0,NaN
2.090000E+0,NaN
2.100000E+0,NaN
2.110000E+0,NaN
2.120000E+0,NaN
2.130000E+0,NaN
2.140000E+0,NaN
2.150000E+0,NaN
2.160000E+0,NaN
2.170000E+0,NaN
2.180000E+0,NaN
2.190000E+0,NaN
2.200000E+0,NaN
2.210000E+0,NaN
2.220000E+0,NaN
2.230000E+0,NaN
2.240000E+0,NaN
2.250000E+0,NaN
2.260000E+0,NaN
2.270000E+0,NaN
2.280000E+0,NaN
2.290000E+0,NaN
2.300000E+0,NaN
2.310000E+0,NaN
2.320000E+0,NaN
2.330000E+0,NaN
2.340000E+0,NaN
2.350000E+0,NaN
2.360000E+0,NaN
2.370000E+0,NaN
2.380000E+0,NaN
2.390000E+0,NaN
2.400000E+0,NaN
2.410000E+0,NaN
2.420000E+0,NaN
2.430000E+0,NaN
2.440000E+0,NaN
2.450000E+0,NaN
2.460000E+0,NaN
2.470000E+0,NaN
2.480000E+0,NaN
2.490000E+0,NaN
2.500000E+0,NaN
2.510000E+0,NaN
2.520000E+0,NaN
2.530000E+0,NaN
2.540000E+0,NaN
2.550000E+0,NaN
2.560000E+0,NaN
2.570000E+0,NaN
2.580000E+0,NaN
2.590000E+0,NaN
2.600000E+0,NaN
2.610000E+0,NaN
2.620000E+0,NaN
2.630000E+0,NaN
2.640000E+0,NaN
2.650000E+0,NaN
2.660000E+0,NaN
2.670000E+0,NaN
2.680000E+0,NaN
2.690000E+0,NaN
2.700000E+0,NaN
2.710000E+0,NaN
2.720000E+0,NaN
2.730000E+0,NaN
2.740000E+0,NaN
2.750000E+0,NaN
2.760000E+0,NaN
2.770000E+0,NaN
2.780000E+0,NaN
2.790000E+0,NaN
2.800000E+0,NaN
2.810000E+0,NaN
2.820000E+0,NaN
2.830000E+0,NaN
2.840000E+0,NaN
2.850000E+0,NaN
2.860000E+0,NaN
2.870000E+0,NaN
2.880000E+0,NaN
2.890000E+0,NaN
2.900000E+0,NaN
2.910000E+0,NaN
2.920000E+0,NaN
2.930000E+0,NaN
2.940000E+0,NaN
2.950000E+0,NaN
2.960000E+0,NaN
2.970000E+0,NaN
2.980000E+0,NaN
2.990000E+0,NaN
